session_id,student_emotion_before,student_first_dialogue
445,Hesitation,I'm really struggling with taking risks. I feel like I'm missing out on opportunities because I'm too scared to try new things. I'm hesitant to even attempt anything that might not work out.
475,Frustration,"Hi, I'm so frustrated with my financial situation. I'm struggling to make ends meet, and it's affecting my studies. I feel like I'm drowning in debt and I don't know how to get out of it."
483,Self-Doubt,"Hi, I'm feeling really overwhelmed and insecure about my abilities. I just got accepted into this prestigious program and I feel like I don't belong here. I'm afraid I'm going to fail or get discovered as a fraud. I just feel like I'm not good enough."
360,Overwhelm,"Hi, I'm feeling really overwhelmed. I'm trying to balance school, a part-time job, and a social life, but it feels like I'm constantly running on empty. I never have a moment to myself, and when I do, I feel guilty for not doing something productive."
275,Nervousness,"Hi, I'm really nervous about an upcoming presentation in my class. I'm afraid of public speaking and I'm worried that I'll mess up in front of everyone."
479,Nervousness,"Hi, I'm really nervous about attending classes. I feel like everyone is judging me, and I don't know how to make friends. I'm worried that I'll say something stupid or do something awkward. (nervously fidgets)"
401,Resistance,I don't know why I'm here. I don't need help. I can handle things on my own.
163,Insecurity,"Hi, I'm just feeling really insecure about my skills lately. I look around at my classmates and they all seem so much more talented and capable than me. I feel like I'm just pretending to be something I'm not."
147,Disappointment,"I'm just so disappointed in myself. I was doing so well in my sport, and then I got injured. It feels like everything I worked for is just gone. I don't know how to deal with this."
348,Hesitation,"I'm so hesitant to take risks in my life. I feel like I'm missing out on opportunities, but I'm too afraid to step out of my comfort zone."
97,Heartbreak,"I just feel so heartbroken. My boyfriend and I broke up a few weeks ago, and I'm still trying to process everything. I thought we were happy, but I guess I was wrong. I'm just so sad all the time, and I don't know how to move on."
267,Pressure,"Hi, I'm feeling really overwhelmed. I want to be financially independent from my parents, but it's like, I don't know how to even start. I'm 20 and still relying on them for everything. It's embarrassing."
224,Self-Doubt,"I don't know how I got accepted into this program. I feel like I'm just pretending to be a good student, but deep down, I'm just not capable. Every time I'm in class, I feel like I'm going to get caught for being a fraud. It's like I'm living a lie."
46,Stress,"Hi, I'm feeling overwhelmed. I'm trying to balance school and work, but it seems like I'm constantly running on empty. I'm stressed out and don't know how to prioritize my time."
138,Anxiety,"Hi, I'm really struggling to figure out what I want to do with my life. I'm about to graduate, and all my friends seem to know what they're doing, but I have no idea. It's making me super anxious."
170,Comparison,"Hey, I'm just feeling really overwhelmed with school right now. I look around and see everyone else doing so well, and I just feel like I'm not skilled enough. I'm constantly comparing myself to others and feeling like I don't measure up."
339,Frustration,"I'm so frustrated with myself. I always seem to put off my assignments until the last minute, and then I'm stuck pulling all-nighters to get them done. I know I'm capable of doing better, but I just can't seem to get started."
131,Self-Doubt,"I'm so nervous about this upcoming presentation. I've been dreading it for weeks. I just can't shake off the feeling that I'm going to embarrass myself in front of my classmates. I feel like I'm not good enough, and everyone's going to think I'm stupid."
407,Insecurity,"I just feel like I'm not skilled enough for my major. Everyone around me seems to know so much more than I do, and I'm struggling to keep up. I feel like I'm just pretending to be something I'm not. (Insecurity)"
323,Pressure,"I feel so overwhelmed, I'm 20 and I still rely on my parents for everything. I want to be financially independent, but it feels like it's impossible. I'm under so much pressure to get a job, to make money, to adult... it's just too much."
334,Overwhelm,"Hi, I'm feeling really overwhelmed. My parents are always on my case about my grades, my extracurriculars, and my future career plans. They have these super high expectations for me, and I just don't know if I can live up to them. I feel like I'm constantly disappointing them."
373,Exhaustion,"Hi, I'm just really struggling with sleep lately. I've been lying awake at night, thinking about all the things I need to do, and I just can't seem to shut my brain off. I'm so exhausted all the time."
38,Guilt,"Hi, I'm really struggling with managing my money. I feel so guilty every time I check my bank account. I know I should be saving more, but I just can't seem to get it together. I'm stuck in this cycle of overspending and then feeling terrible about it."
390,Anxiety,"Hi, I'm really struggling with public speaking. Just the thought of standing in front of a crowd and talking makes me extremely anxious. I feel like I'm going to freeze up or say something stupid, and everyone will judge me."
198,Guilt,"I feel so guilty about needing help. I've always been independent, but lately, I've been struggling in my classes and I just can't seem to get my work done. I feel like I'm failing."
186,Self-Doubt,"I just feel like I'm pretending to be something I'm not. Everyone around me seems so intelligent and accomplished, and I'm just faking it until I get caught. I'm starting to think I don't belong here."
196,Shame,I don't know why I'm here. I just feel like I'm a failure for needing help. I should be able to figure things out on my own.
372,Anxiety,"Hi, I'm really struggling with financial stress right now. I'm worried about not being able to pay my tuition on time, and it's affecting my focus on school. I feel anxious all the time."
257,Self-Doubt,"Hi, I'm feeling really down about myself lately. I just can't seem to do anything right, and I feel like everyone is judging me. I'm just not good enough."
459,Stress,"Hi, I'm feeling really overwhelmed. I'm taking a full course load and working part-time, but I still need to make time for my family and friends. I just can't seem to balance everything. I'm constantly stressed and feeling like I'm not doing anything well."
329,Shame,"I don't know why I'm even here. I feel so ashamed. I should be able to handle my own problems. But the truth is, I'm really struggling, and I don't know how to ask for help. It feels like a sign of weakness."
249,Anxiety,"Hi, I'm feeling really anxious about an upcoming competition. I feel like I have to win, or else I'll disappoint everyone."
318,Overthinking,"Hi, I'm really struggling with social anxiety. I feel like I'm always thinking about what others think of me, and it's affecting my daily life. I overthink everything, from what to wear to what to say. It's exhausting."
412,Worry,"Hi, I'm just really worried about not getting a good job after graduation. I feel like I've worked so hard, but what if it's all for nothing?"
134,Discouragement,"Hi, I just feel so discouraged. I've been studying really hard for my upcoming exam, but I'm just so afraid of failing. I feel like no matter how hard I try, I'm just not good enough."
69,Hurt,"I'm feeling really hurt and confused. My friends and I got into a fight, and now it feels like they're all against me. We used to be so close, but now I feel like I've lost my friends."
203,Self-Doubt,"Hi, I'm really struggling with this fear of failure. I feel like I'm not good enough, and every assignment or exam feels like a huge weight on my shoulders."
269,Insecurity,"Hi, I'm really struggling with feeling like I'm not skilled enough in my field. I see all these other students excelling and I feel like I'm just not cut out for this. It makes me feel so insecure and unsure of myself."
141,Isolation,"Hi, I've been feeling really isolated lately. I just started college and everyone seems to have their own friend groups, except me. I'm too nervous to approach people or participate in class discussions. I feel like I'm just stuck on the outside looking in."
443,Shame,"Hi, I'm really struggling with this team project. I'm afraid I'm going to let everyone down. I feel like I'm the weak link and if I mess up, the whole project will fail. I just feel so ashamed."
31,Comparison,"Hi, I'm feeling really overwhelmed and stuck. I keep thinking that I'm not good enough, that I'm just pretending to be something I'm not. I look around and see everyone else doing so much better than me, and it's like, what am I even doing here?"
294,Isolation,"I don't know why, but I just can't seem to shake off this feeling of being an outsider. I avoid groups, parties, and even studying with friends because I'm scared of saying or doing something stupid. It's like I'm trapped in my own little bubble, and I don't know how to break free."
419,Stress,"Hi, counselor. I'm feeling really overwhelmed and stressed about my student loans. I'm not sure how I'm going to pay them off, and it's affecting my academics and overall well-being."
301,Self-Doubt,"I just can't seem to get anything done. I set goals for myself, but I never follow through. I feel like I'm lazy and just not good enough. (looks down, clearly embarrassed)"
379,Anxiety,"Hi, I'm just really anxious about deciding on a major. I feel like I'm supposed to have it all figured out by now, but I have no idea what I want to do with my life. I'm worried that I'll choose the wrong path and regret it."
246,Comparison,"Hi, I just can't shake off this feeling that I don't belong here. I look around and see all these brilliant students, and I feel like I'm just pretending to be one of them. Like, I'm just waiting for someone to figure out that I'm not actually smart enough to be here."
290,Overthinking,"Hey, counselor. I'm so nervous about speaking up in class. I'm always worried about what others think of me. I feel like I'm stuck in my head, overthinking every single thing. It's exhausting."
448,Pressure,"Hi, I'm feeling so much pressure about money. I'm tired of relying on my parents for everything. I want to be financially independent, but I have no idea where to start."
95,Stress,"Hi, I'm really stressed out. My parents are always on my case about getting good grades and going to a top college. They're always comparing me to my siblings and cousins, and it feels like no matter how hard I try, it's never good enough. I feel like I'm going to crack under the pressure."
152,Uncertainty,"Hi, I've been feeling really lost lately. I'm not sure who I am or what I want to do with my life. It's like, I'm just going through the motions, but I don't have any direction or purpose."
55,Guilt,"Hi, I'm feeling really guilty about not meeting my family's expectations. They want me to pursue a certain career, but I'm just not interested in it. I feel like I'm letting them down."
446,Confusion,"I just don't get it, no matter how hard I try. I'm struggling in all my subjects and I feel so confused. I'm starting to think I'm just not cut out for this."
369,Resistance,"Honestly, I don't know why I'm here. I don't need anyone's help. I can handle things on my own."
45,Loneliness,"Hi, I'm really struggling right now. I just went through a breakup with my college sweetheart, and it feels like I'm all alone. I thought we were perfect for each other, but I guess I was wrong. Now, I just feel so lonely all the time."
205,Loneliness,"I just feel so left out all the time. I try to join in with my friends, but they always seem to be doing something without me. I'm starting to think it's just me, that there's something wrong with me."
162,Shame,"I just feel so ashamed of myself. I'm not good enough, and everyone else seems to be doing better than me. I'm stuck in this rut, and I don't know how to get out of it."
365,Self-Doubt,"Hi, I'm really struggling with my grades this semester. I feel like I'm just not cut out for college. I'm starting to doubt myself and my abilities. (Self-Doubt)"
109,Anxiety,"Hi, I'm really struggling with financial stress. I'm worried about how I'm going to pay for tuition, textbooks, and living expenses. I feel so anxious all the time, like I'm constantly walking on thin ice."
349,Self-Doubt,"Hi, I'm really struggling in my classes and my grades are really low. I feel like I'm just not cut out for college. I'm starting to doubt my ability to succeed."
400,Self-Doubt,"Hi, I'm really struggling in my classes. I feel like I'm not understanding anything, and it's making me doubt my ability to succeed. I'm starting to think I'm just not cut out for college."
88,Frustration,"I don't know why this had to happen to me. I was on top of my game, and then this injury comes out of nowhere. It's so frustrating. I feel like my whole season is ruined."
463,Disappointment,"I'm just so disappointed in myself. I studied hard for my exams, but my grades were still really low. I feel like I'm not cut out for college."
357,Stress,"Hi, I'm feeling really overwhelmed and stressed about my studies. I've been studying non-stop for weeks and I just can't seem to keep up. I'm worried that I'm going to fail if I don't get everything done."
52,Frustration,"Hi, I'm so frustrated with myself. I always leave my assignments till the last minute and it's affecting my grades. I feel like I'm stuck in this cycle of procrastination and I don't know how to get out of it."
242,Anxiety,"Hi, I'm feeling really anxious about the upcoming competitions. I feel like I have to win, and if I don't, I'll be a failure."
397,Worry,"Hi, counselor. I'm just so overwhelmed. I feel like I'm overthinking everything lately. Every little thing becomes a huge deal in my head, and it's exhausting."
182,Hesitation,"Hi, I don't know why, but I've been feeling really hesitant about trying new things lately. I feel like I'm stuck in a comfort zone and I'm not sure how to get out of it. I'm worried that if I take a risk, I'll fail or make a mistake."
462,Shame,I just can't believe I got such low grades this semester. I feel like I'm a failure. I'm embarrassed to even talk about it.
494,Loneliness,"Honestly, I feel lost. I'm not sure what I want to do with my life, and it's like everyone around me has their life together except me. I just feel so alone in this struggle."
178,Frustration,"Hi, I'm just feeling really frustrated with myself lately. I know I need to study for my exams, but I just can't seem to get myself to do it. I end up procrastinating and watching TV or scrolling through my phone instead. I feel like I'm just not disciplined enough."
139,Stress,"Hi, I'm feeling really stressed out lately. I'm trying to balance my sports team and academics, but it feels like I'm constantly running from one to the other. I'm worried I'll fail my classes or mess up my game."
73,Nervousness,"Hi, I'm really nervous about an upcoming presentation in my class. I've always been afraid of public speaking and I don't know how to get over it. Just thinking about it is making me anxious."
201,Stress,"Hi, I'm really struggling with the weight of my student loans. It's constantly on my mind and I feel so stressed about how I'll ever pay them off. I'm worried that I'll be stuck with this debt for the rest of my life."
393,Self-Doubt,"Hi, I just feel really lost in my classes lately. I'm trying to understand the material, but no matter how hard I study, I just don't get it. It's like my brain is just not wired for this stuff. I feel so stupid."
449,Anxiety,"Hi, I'm feeling really anxious about my financial situation. I'm struggling to make ends meet and it's affecting my studies. I feel like I'm drowning in debt and I don't know how to get out of it."
453,Resistance,I don't know why I'm here. I don't need help. I can handle everything on my own.
303,Guilt,"Hi, I'm really struggling with this feeling of guilt because I'm not performing well in my group project. I'm afraid I'm going to let my team down and it's all going to fall apart because of me."
89,Guilt,I don't know why I'm even here. I feel so guilty about needing help. I should be able to handle my problems on my own.
418,Heartbreak,"I just can't believe it's over. We were together for three years, and I thought we were happy. But I guess I was wrong. It hurts so much. (tearfully)"
107,Loneliness,"I just feel so lonely since my breakup. We were together for three years, and it's like a part of me is missing. I thought we were happy, but I guess I was wrong. I don't know how to get over this feeling of emptiness."
354,Uncertainty,"Hi, I'm really struggling with my long-distance relationship. I'm feeling really uncertain about whether it's going to work out or if we're wasting our time."
56,Loneliness,"I just feel so lost, like I'm just drifting through college without a sense of purpose. I don't know what I want to do with my life, and it feels like everyone around me has their life together except for me. It's really lonely."
115,Stress,"Hi, I'm really struggling with online learning. I feel overwhelmed and stressed out all the time. I'm not used to this format, and it's hard for me to stay motivated."
248,Anxiety,"Hi, I'm really struggling with exam stress. I feel like I'm drowning in all the studying and revision, and I just can't seem to focus. I'm getting really anxious about not doing well."
484,Insecurity,"Hi, I'm really struggling with my long-distance relationship. I feel so insecure all the time, like my partner is going to leave me or forget about me."
151,Frustration,I'm just so frustrated with my financial situation. I'm working two jobs and still can't seem to make ends meet. I feel like I'm drowning in debt and I don't know how to get out of it.
455,Shame,I just can't believe I got such low grades on my last exam. I feel like a complete failure. I'm so ashamed of myself.
392,Pressure,"I'm feeling so much pressure about my upcoming exams. I don't know how I'm going to get everything done on time, and I'm worried that I'm going to fail."
117,Shame,I don't know why I'm even here. I'm so ashamed to be talking about this. I feel like such a failure for not being able to handle things on my own.
100,Disappointment,"Hi, I don't know how to deal with this. I was so into soccer, and now I'm sidelined with a knee injury. I feel like my entire identity is tied to the sport, and without it, I'm lost. I'm just feeling really disappointed in myself."
358,Overwhelm,"Honestly, I'm feeling completely overwhelmed. I have exams coming up and I just don't know how I'm going to get through them. I've been studying for hours every day, but I still don't feel prepared. I'm starting to think I'm just not cut out for this."
143,Apathy,"Honestly, I just don't feel like training anymore. I used to be so excited about it, but now it just feels like a chore. I'm not even sure why I'm doing it anymore."
222,Self-Doubt,"Hi, I'm feeling really down about myself. I've been applying to internship after internship, and I keep getting rejected. I'm starting to think I'm just not good enough."
102,Heartbreak,"Hi, counselor. I feel so heartbroken. My boyfriend and I just broke up, and it's been really tough for me to focus on my studies. We were together for three years, and I thought we were happy. But I guess I was wrong."
40,Regret,"Hi, I just feel so overwhelmed and regretful about the student loans I've taken out. I'm not even sure if I'm doing the right thing with my major, and now I'm stuck with all this debt. I just wish I could go back in time and do things differently."
16,Uncertainty,"Hi, I've been feeling really overwhelmed lately. I overthink everything, from my grades to my relationships, and it's exhausting. I feel like I'm constantly second-guessing myself."
313,Stress,"Hi, counselor. I'm feeling really stressed out lately. My parents are putting so much pressure on me to get into a top-tier university, and I just don't know if I can meet their expectations. They're always telling me that I need to get good grades, take AP classes, and be involved in extracurricular activities. It feels like they're suffocating me."
396,Hesitation,"Hi, I feel really hesitant about taking risks. I'm afraid of failing or making the wrong decision. It's holding me back in so many areas of my life."
74,Loneliness,"I just feel so left out all the time. Everyone seems to have their own groups and friends, but I'm always on the outside looking in. It's like I don't belong anywhere."
146,Stress,"Hi, I'm feeling really overwhelmed with balancing my sports and academics. I'm on the school team and I love playing, but it's taking up so much time that I'm struggling to keep up with my schoolwork. I feel like I'm constantly running from practice to class to studying, and I'm exhausted. I'm worried that I'm going to fail my classes or get kicked off the team."
413,Overwhelm,"Hi, counselor. I'm feeling really overwhelmed. I'm on the school soccer team and I love it, but it's taking up so much of my time. I'm worried I'm not going to be able to keep up with my schoolwork. I'm already struggling to keep my grades up. I feel like I'm being pulled in two different directions."
90,Isolation,I feel so isolated and disconnected from my peers since we switched to online learning. I miss the interaction and socialization we used to have in a physical classroom. Sometimes I wonder if anyone else is struggling like I am.
315,Heartbreak,"(sobbing) I don't know how I'm supposed to focus on my studies when my heart is shattered into a million pieces. My ex and I just broke up, and it feels like the end of the world. I thought we were happy, but I guess I was wrong."
197,Overwhelm,"Hi, I'm feeling overwhelmed. I'm on the school soccer team and I love playing, but I'm struggling to keep up with my grades. I feel like I'm constantly running from practice to class to study sessions. I don't know how to balance everything."
470,Uncertainty,"Hi, I'm struggling to balance my sports commitments with my academic responsibilities. I feel like I'm constantly juggling two different worlds and I'm not doing well in either one. I'm worried that I'll let my team down or fail my classes. I just feel so uncertain about how to make it work."
367,Self-Doubt,"Hi, I'm really struggling to understand my subjects, especially math and science. I feel like I'm not good enough and that everyone else gets it except me. I'm starting to doubt myself and wonder if I'm cut out for this."
185,Hurt,"I just don't know why my friends are being so selfish and insensitive. We were supposed to hang out last weekend, and they just bailed on me without even calling to apologize. I feel so hurt and abandoned."
266,Exhaustion,"I'm so exhausted all the time. I just can't seem to sleep at night. I've been lying awake for hours, and when I do fall asleep, I wake up feeling groggy and unrefreshed. I'm starting to feel like I'm going crazy."
320,Resistance,I don't know why I'm here. I don't need help. I can handle things on my own.
388,Hurt,"I'm feeling so hurt, my friends have been talking behind my back and excluding me from plans. I thought we were close, but I guess I was wrong."
229,Uncertainty,"Hi, I'm just feeling really lost right now. I'm not sure who I am or what I want to do with my life. It's like, everyone around me seems to know what they're doing, but I'm just wandering around in circles."
245,Pressure,"Hi, I'm feeling really pressured about my finances. I've always relied on my parents for support, but now I want to be financially independent. I'm not sure how to make it happen, and it's stressing me out."
344,Loneliness,"Hi, I've been feeling really left out lately. I see my friends hanging out together, and I'm just not invited. It makes me feel so lonely and unwanted."
276,Loneliness,"Hi, I'm feeling really lonely lately. I'm in a new school and I just can't seem to connect with anyone. I feel like everyone has their own cliques and I'm just on the outside looking in. It's really frustrating and sad."
428,Overthinking,"Hi, I'm just really struggling to set goals for myself. I feel like I'm constantly overthinking everything and can't make a decision. I'm worried that I'm not good enough or that I'm not doing the right thing. It's really overwhelming."
23,Overthinking,"I just feel so overwhelmed whenever I'm in a social situation. I start thinking about what others are thinking of me, and I get really anxious. I feel like I'm always on edge, waiting for someone to say something mean or judge me. It's like my mind is racing all the time."
230,Self-Doubt,"Hi, I'm really struggling with this project we're doing in my group. I'm worried that I'm going to mess it up and let everyone down. I feel like I'm the weakest link and I don't know how to shake off this feeling."
270,Self-Doubt,"Hi, I'm really struggling with this feeling of self-doubt. I'm part of a team project in my marketing class, and I'm afraid of letting everyone down. We're working on a big campaign, and I'm responsible for creating the social media content. What if I mess up and our campaign fails because of me?"
306,Stress,"Hi, counselor. I'm really struggling with online learning. I feel so overwhelmed and stressed out. I just can't seem to keep up with the coursework and it's affecting my grades."
82,Isolation,"Hey, I'm feeling really isolated lately. All my friends are arguing with each other, and I'm stuck in the middle. I don't know what to do or who to talk to."
173,Overthinking,"Hi, I've been feeling really overwhelmed lately. I just want to be financially independent from my parents, but it feels like an impossible goal. I've been thinking about it nonstop and can't seem to shake off the anxiety."
227,Discouragement,"Hi, I'm just feeling really discouraged about my job prospects. I'm about to graduate, but I'm not sure if I'll be able to find a good job. I've been applying, but I haven't gotten any responses yet. I'm starting to think I'm not good enough."
342,Self-Doubt,"Hi, I'm really struggling to decide on a major. I feel like I'm supposed to have it all figured out, but I have no idea what I want to do with my life. It's like, I'm interested in so many things, but I don't know if I'm good enough to pursue any of them."
353,Discouragement,"Hi, I'm feeling really discouraged about my future. I'm graduating soon and I'm worried that I won't get a good job. I've been applying to so many places, but I haven't gotten any responses yet. It's making me doubt my abilities and I feel like I'm not good enough."
116,Shame,"Honestly, I just feel so worthless sometimes. I'm not good at anything, and everyone else seems to be doing better than me. I just feel like I'm a failure."
409,Overthinking,"Hi, I just feel so overwhelmed. I'm 20 years old, and all I can think about is becoming financially independent. My parents are always on my case about getting a job, and I feel like I'm not doing enough. I just can't stop thinking about all the what-ifs and maybes. What if I don't get a job? What if I'm not good enough?"
27,Loneliness,"I just feel so lonely, like I've lost my best friend. My boyfriend and I broke up a few weeks ago, and it's been really tough. We were together since freshman year, and I thought we were happy. But I guess he wanted out, and now I'm left feeling empty and alone."
219,Isolation,"Hi, I'm really struggling with online learning. I feel like I'm missing out on the college experience. I'm stuck at home, staring at my computer screen all day, and I feel so isolated. I don't know how to stay motivated when I'm not surrounded by other students."
22,Nervousness,"Hi, I'm really nervous about talking to new people. I feel like I'm going to say something stupid or awkward, and people will judge me. I try to avoid social situations as much as possible, but it's affecting my grades and overall college experience."
478,Frustration,"Hi, I'm so frustrated with myself. I just can't seem to get anything done on time. I procrastinate, put things off till the last minute, and then stress out when it's due. I feel like I'm stuck in this vicious cycle and I don't know how to break free."
191,Apathy,I just can't seem to care about my online classes anymore. I feel so disconnected from the material and my instructors. It's like I'm just going through the motions every day. (Apathy)
126,Frustration,"I'm so frustrated, I was really looking forward to the soccer season and now I'm stuck on the sidelines with a torn ACL. I feel like all my hard work has been for nothing."
414,Loneliness,"I just feel so left out all the time. Like, everyone has their own cliques and friend groups, but I'm just floating around on my own. It's really isolating."
101,Loneliness,"Honestly, I'm feeling so lonely and lost after my breakup. We were together since freshman year, and I thought we were solid. But I guess I was wrong. It's like, I don't even know who I am without them anymore."
432,Stress,"Hello, I'm really stressed out about my family's expectations. They want me to get into a top-tier university and pursue a high-paying career, but I'm not sure that's what I want. I feel like I'm letting them down if I don't meet their standards."
64,Guilt,"Hi, I'm really struggling with managing my money. I feel so guilty about it. I know I should be able to do it, but I just can't seem to get it together. I'm always overspending or forgetting to pay bills on time. It's really weighing on me."
283,Self-Doubt,"Hi, counselor. I'm feeling really overwhelmed with my studies lately. I just can't seem to stay on top of my work, and I feel like I'm falling behind. I'm starting to doubt my ability to succeed. I just feel so stuck."
65,Guilt,"I feel so guilty all the time. My parents expect me to get into a top-tier college, and I'm just not sure if I can do it. They're always on my case about studying harder, getting better grades, and taking more AP classes. I feel like I'm letting them down."
341,Pressure,"Hi, I'm really stressed about my upcoming exams. I feel like I'm under so much pressure to perform well, and it's affecting my sleep and appetite."
17,Burnout,"Hi, I'm feeling really burnt out with my training. I just can't seem to find the motivation to keep going. I feel like I'm stuck in a rut and I don't know how to get out of it."
424,Hopelessness,"I just don't feel like I'm skilled enough for my major. Everyone around me seems to know what they're doing, and I'm just struggling to keep up. I feel like I'm wasting my time and my parents' money."
456,Self-Doubt,"I feel like I don't belong here. Everyone else seems so smart and capable, and I'm just faking it. I'm scared that someone will figure out that I'm not good enough."
317,Uncertainty,"Hi counselor, I'm so grateful to be here. I'm struggling with my long-distance relationship. I just feel so uncertain about everything. We're in different time zones, and it feels like we're growing apart. I don't know if we can make it work."
361,Burnout,"Honestly, I just feel so unmotivated to train anymore. I've been doing this for months, and it feels like I'm not getting anywhere. I'm just so burned out."
200,Worry,"Hi, I'm really worried about not getting a good job after graduation. I've been applying to so many places, but I haven't gotten any callbacks yet. I feel like I'm not good enough and that I'm going to end up stuck in a dead-end job."
